"Adult","Sex","Survived","Class"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
1,1,0,"lower"
