cellid,donor_sex_label,region_label,subclass_label,class_label,layer_label
478,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
479,F,VIS,L2/3 IT CTX,Glutamatergic,L2/3
480,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
481,M,VIS,Vip,GABAergic,other
482,M,VIS,L6 IT CTX,Glutamatergic,L6
483,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
484,F,VIS,L2/3 IT CTX,Glutamatergic,L2/3
485,M,VIS,Pvalb,GABAergic,other
486,M,VIS,L5 PT CTX,Glutamatergic,L5
487,F,VIS,L2/3 IT CTX,Glutamatergic,L2/3
488,F,VIS,Car3,Glutamatergic,other
489,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
490,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
491,M,RSP,L6 CT CTX,Glutamatergic,L6
492,M,VIS,L6 IT CTX,Glutamatergic,L6
493,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
494,F,RSP,L4 RSP-ACA,Glutamatergic,L4
495,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
496,F,ENT,L6b/CT ENT,Glutamatergic,L6
497,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
498,M,ENT,L2/3 IT ENTl,Glutamatergic,L2/3
499,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
500,M,RSP,L4 RSP-ACA,Glutamatergic,L4
501,F,ENT,L2/3 IT ENTl,Glutamatergic,L2/3
502,M,ENT,L5/6 IT TPE-ENT,Glutamatergic,L5/6
503,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
504,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
505,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
506,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
507,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
508,F,RSP,L4/5 IT CTX,Glutamatergic,L4/5
509,M,ENT,L3 IT ENT,Glutamatergic,L3
510,M,VIS,Car3,Glutamatergic,other
511,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
512,M,ENT,L3 IT ENT,Glutamatergic,L3
513,M,RSP,Sncg,GABAergic,other
514,F,ENT,L6b/CT ENT,Glutamatergic,L6
515,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
516,F,ENT,L6b/CT ENT,Glutamatergic,L6
517,M,VIS,Lamp5,GABAergic,other
518,M,RSP,L5 IT CTX,Glutamatergic,L5
519,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
520,M,ENT,L3 IT ENT,Glutamatergic,L3
521,M,VIS,L6 CT CTX,Glutamatergic,L6
522,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
523,M,VIS,Lamp5,GABAergic,other
524,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
525,M,VIS,Sst,GABAergic,other
526,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
527,M,VIS,Vip,GABAergic,other
528,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
529,M,VIS,L6 CT CTX,Glutamatergic,L6
530,F,RSP,L5 IT CTX,Glutamatergic,L5
531,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
532,F,VIS,L5 IT CTX,Glutamatergic,L5
533,M,ENT,L6b/CT ENT,Glutamatergic,L6
534,F,VIS,L6 CT CTX,Glutamatergic,L6
535,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
536,M,ENT,L3 IT ENT,Glutamatergic,L3
537,M,VIS,Sst,GABAergic,other
538,M,VIS,L6 CT CTX,Glutamatergic,L6
539,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
540,M,RSP,L4/5 IT CTX,Glutamatergic,L4/5
541,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
542,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
543,F,VIS,L6 CT CTX,Glutamatergic,L6
544,F,RSP,L4/5 IT CTX,Glutamatergic,L4/5
545,F,RSP,L6 IT CTX,Glutamatergic,L6
546,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
547,F,VIS,Lamp5,GABAergic,other
548,M,VIS,Pvalb,GABAergic,other
549,M,VIS,Pvalb,GABAergic,other
550,F,ENT,L2/3 IT ENTl,Glutamatergic,L2/3
551,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
552,M,VIS,L5 PT CTX,Glutamatergic,L5
553,F,ENT,L2 IT ENTl,Glutamatergic,L2
554,F,RSP,Oligo,Non-Neuronal,other
555,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
556,M,VIS,L5/6 NP CTX,Glutamatergic,L5/6
557,M,VIS,L5 PT CTX,Glutamatergic,L5
558,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
559,M,VIS,Sncg,GABAergic,other
560,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
561,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
562,M,VIS,L6 CT CTX,Glutamatergic,L6
563,M,VIS,L6 CT CTX,Glutamatergic,L6
564,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
565,M,VIS,L6 IT CTX,Glutamatergic,L6
566,F,ENT,Pvalb,GABAergic,other
567,F,RSP,L2/3 IT CTX,Glutamatergic,L2/3
568,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
569,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
570,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
571,M,VIS,L6 CT CTX,Glutamatergic,L6
572,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
573,M,ENT,L5/6 IT TPE-ENT,Glutamatergic,L5/6
574,F,ENT,L6b/CT ENT,Glutamatergic,L6
575,M,VIS,L6 CT CTX,Glutamatergic,L6
576,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
577,F,ENT,L6 IT ENTl,Glutamatergic,L6
578,M,RSP,L4/5 IT CTX,Glutamatergic,L4/5
579,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
580,M,ENT,L6b/CT ENT,Glutamatergic,L6
581,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
582,M,ENT,L2 IT ENTl,Glutamatergic,L2
583,F,VIS,Sst,GABAergic,other
584,M,VIS,Pvalb,GABAergic,other
585,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
586,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
587,F,ENT,L3 IT ENT,Glutamatergic,L3
588,M,RSP,L4 RSP-ACA,Glutamatergic,L4
589,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
590,F,VIS,Sncg,GABAergic,other
591,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
592,F,VIS,Sst,GABAergic,other
593,M,VIS,Vip,GABAergic,other
594,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
595,M,RSP,Endo,Non-Neuronal,other
596,F,ENT,L5/6 IT TPE-ENT,Glutamatergic,L5/6
597,F,VIS,Sst,GABAergic,other
598,F,ENT,L6b/CT ENT,Glutamatergic,L6
599,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
600,M,ENT,L2/3 IT ENTl,Glutamatergic,L2/3
601,F,VIS,L5 IT CTX,Glutamatergic,L5
602,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
603,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
604,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
605,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
606,M,VIS,L5/6 NP CTX,Glutamatergic,L5/6
607,M,ENT,L2/3 IT ENTl,Glutamatergic,L2/3
608,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
609,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
610,F,ENT,L2 IT ENTl,Glutamatergic,L2
611,M,VIS,Sst,GABAergic,other
612,M,RSP,L6 CT CTX,Glutamatergic,L6
613,M,VIS,L6 CT CTX,Glutamatergic,L6
614,M,VIS,Sst,GABAergic,other
615,F,VIS,L5 IT CTX,Glutamatergic,L5
616,M,RSP,L6 IT CTX,Glutamatergic,L6
617,M,ENT,L6b CTX,Glutamatergic,L6
618,F,VIS,L6 CT CTX,Glutamatergic,L6
619,M,ENT,L6b/CT ENT,Glutamatergic,L6
620,M,VIS,L6 IT CTX,Glutamatergic,L6
621,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
622,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
623,M,VIS,L6 CT CTX,Glutamatergic,L6
624,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
625,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
626,M,VIS,Pvalb,GABAergic,other
627,F,RSP,L4/5 IT CTX,Glutamatergic,L4/5
628,M,ENT,Sst,GABAergic,other
629,M,VIS,L5/6 NP CTX,Glutamatergic,L5/6
630,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
631,M,RSP,L6 CT CTX,Glutamatergic,L6
632,F,ENT,L3 IT ENT,Glutamatergic,L3
633,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
634,F,ENT,L2 IT ENTl,Glutamatergic,L2
635,M,VIS,L5 IT CTX,Glutamatergic,L5
636,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
637,F,VIS,L6 IT CTX,Glutamatergic,L6
638,M,VIS,Vip,GABAergic,other
639,M,ENT,L6b/CT ENT,Glutamatergic,L6
640,F,ENT,Sncg,GABAergic,other
641,F,ENT,L6b/CT ENT,Glutamatergic,L6
642,M,ENT,Pvalb,GABAergic,other
643,M,VIS,L5/6 NP CTX,Glutamatergic,L5/6
644,M,VIS,L6 CT CTX,Glutamatergic,L6
645,F,RSP,L4 RSP-ACA,Glutamatergic,L4
646,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
647,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
648,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
649,F,RSP,L4 RSP-ACA,Glutamatergic,L4
650,M,VIS,L6 IT CTX,Glutamatergic,L6
651,M,VIS,L6 IT CTX,Glutamatergic,L6
652,M,VIS,L5 IT CTX,Glutamatergic,L5
653,M,ENT,L6b/CT ENT,Glutamatergic,L6
654,M,VIS,L6b CTX,Glutamatergic,L6
655,M,VIS,Sst,GABAergic,other
656,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
657,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
658,F,ENT,L6b/CT ENT,Glutamatergic,L6
659,M,RSP,L6 CT CTX,Glutamatergic,L6
660,F,ENT,L2 IT ENTl,Glutamatergic,L2
661,M,ENT,L3 IT ENT,Glutamatergic,L3
662,M,VIS,L6 CT CTX,Glutamatergic,L6
663,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
664,M,VIS,L6 CT CTX,Glutamatergic,L6
665,F,RSP,L5 IT CTX,Glutamatergic,L5
666,F,ENT,L3 IT ENT,Glutamatergic,L3
667,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
668,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
669,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
670,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
671,M,ENT,L6b/CT ENT,Glutamatergic,L6
672,F,ENT,L3 IT ENT,Glutamatergic,L3
673,M,ENT,Lamp5,GABAergic,other
674,M,VIS,L6 IT CTX,Glutamatergic,L6
675,F,RSP,L2/3 IT CTX,Glutamatergic,L2/3
676,M,VIS,Oligo,Non-Neuronal,other
677,F,RSP,L2/3 IT CTX,Glutamatergic,L2/3
678,M,ENT,L6b/CT ENT,Glutamatergic,L6
679,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
680,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
681,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
682,M,ENT,L5 PPP,Glutamatergic,L5
683,M,VIS,L6 CT CTX,Glutamatergic,L6
684,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
685,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
686,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
687,F,ENT,L6b/CT ENT,Glutamatergic,L6
688,M,VIS,L6 CT CTX,Glutamatergic,L6
689,M,VIS,L6 IT CTX,Glutamatergic,L6
690,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
691,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
692,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
693,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
694,M,VIS,L6 CT CTX,Glutamatergic,L6
695,M,VIS,Lamp5,GABAergic,other
696,M,VIS,Sst,GABAergic,other
697,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
698,F,RSP,L2/3 IT CTX,Glutamatergic,L2/3
699,M,ENT,Lamp5,GABAergic,other
700,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
701,M,VIS,Pvalb,GABAergic,other
702,M,VIS,L6 CT CTX,Glutamatergic,L6
703,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
704,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
705,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
706,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
707,M,VIS,L6 CT CTX,Glutamatergic,L6
708,M,VIS,Sst,GABAergic,other
709,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
710,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
711,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
712,M,ENT,L2/3 IT ENTl,Glutamatergic,L2/3
713,M,VIS,L6 IT CTX,Glutamatergic,L6
714,M,VIS,Pvalb,GABAergic,other
715,M,VIS,Lamp5,GABAergic,other
716,F,ENT,L6b/CT ENT,Glutamatergic,L6
717,M,VIS,Vip,GABAergic,other
718,F,VIS,L2/3 IT CTX,Glutamatergic,L2/3
719,F,VIS,L6 IT CTX,Glutamatergic,L6
720,M,VIS,L6 IT CTX,Glutamatergic,L6
721,M,VIS,L6 CT CTX,Glutamatergic,L6
722,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
723,M,VIS,L6 IT CTX,Glutamatergic,L6
724,M,RSP,L4/5 IT CTX,Glutamatergic,L4/5
725,F,RSP,Sst,GABAergic,other
726,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
727,F,VIS,L6 CT CTX,Glutamatergic,L6
728,M,ENT,L3 IT ENT,Glutamatergic,L3
729,F,ENT,L2/3 IT RHP,Glutamatergic,L2/3
730,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
731,M,RSP,L6 IT CTX,Glutamatergic,L6
732,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
733,M,VIS,L6 CT CTX,Glutamatergic,L6
734,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
735,F,VIS,Lamp5,GABAergic,other
736,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
737,M,ENT,L2 IT ENTm,Glutamatergic,L2
738,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
739,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
740,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
741,M,VIS,L5 IT CTX,Glutamatergic,L5
742,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
743,F,ENT,L6b/CT ENT,Glutamatergic,L6
744,M,VIS,L6 IT CTX,Glutamatergic,L6
745,F,VIS,L5 IT CTX,Glutamatergic,L5
746,M,ENT,L2/3 IT PPP,Glutamatergic,L2/3
747,M,VIS,Lamp5,GABAergic,other
748,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
749,M,RSP,L4/5 IT CTX,Glutamatergic,L4/5
750,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
751,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
752,M,VIS,L6 CT CTX,Glutamatergic,L6
753,F,VIS,L2/3 IT CTX,Glutamatergic,L2/3
754,M,VIS,L6 CT CTX,Glutamatergic,L6
755,F,ENT,L3 IT ENT,Glutamatergic,L3
756,M,VIS,Lamp5,GABAergic,other
757,F,ENT,L6b/CT ENT,Glutamatergic,L6
758,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
759,F,VIS,L6 CT CTX,Glutamatergic,L6
760,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
761,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
762,F,ENT,L2/3 IT ENTl,Glutamatergic,L2/3
763,F,ENT,L2/3 IT PPP,Glutamatergic,L2/3
764,M,VIS,L5 IT CTX,Glutamatergic,L5
765,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
766,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
767,M,ENT,L2/3 IT ENTl,Glutamatergic,L2/3
768,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
769,M,RSP,L4/5 IT CTX,Glutamatergic,L4/5
770,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
771,F,ENT,L2 IT ENTm,Glutamatergic,L2
772,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
773,F,VIS,Vip,GABAergic,other
774,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
775,M,ENT,L3 IT ENT,Glutamatergic,L3
776,F,ENT,L6b/CT ENT,Glutamatergic,L6
777,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
778,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
779,M,VIS,L6 IT CTX,Glutamatergic,L6
780,M,VIS,Vip,GABAergic,other
781,M,VIS,Lamp5,GABAergic,other
782,M,VIS,L6 IT CTX,Glutamatergic,L6
783,F,ENT,L6b/CT ENT,Glutamatergic,L6
784,F,RSP,L5/6 NP CTX,Glutamatergic,L5/6
785,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
786,F,ENT,L6b/CT ENT,Glutamatergic,L6
787,M,VIS,Car3,Glutamatergic,other
788,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
789,M,VIS,L5 IT CTX,Glutamatergic,L5
790,M,RSP,L6 CT CTX,Glutamatergic,L6
791,F,ENT,L2 IT ENTm,Glutamatergic,L2
792,F,ENT,L3 IT ENT,Glutamatergic,L3
793,M,RSP,L4/5 IT CTX,Glutamatergic,L4/5
794,F,VIS,Vip,GABAergic,other
795,F,VIS,L6 IT CTX,Glutamatergic,L6
796,M,VIS,L5 IT CTX,Glutamatergic,L5
797,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
798,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
799,M,ENT,L5/6 IT TPE-ENT,Glutamatergic,L5/6
800,F,ENT,Lamp5,GABAergic,other
801,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
802,F,ENT,L3 IT ENT,Glutamatergic,L3
803,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
804,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
805,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
806,M,VIS,L6 CT CTX,Glutamatergic,L6
807,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
808,F,ENT,L6b/CT ENT,Glutamatergic,L6
809,M,RSP,L4 RSP-ACA,Glutamatergic,L4
810,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
811,M,ENT,Sncg,GABAergic,other
812,M,VIS,L5 IT CTX,Glutamatergic,L5
813,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
814,F,ENT,Sst,GABAergic,other
815,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
816,M,VIS,L5 IT CTX,Glutamatergic,L5
817,M,ENT,L2 IT ENTl,Glutamatergic,L2
818,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
819,M,VIS,L6 IT CTX,Glutamatergic,L6
820,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
821,F,VIS,L5 IT CTX,Glutamatergic,L5
822,F,ENT,L3 IT ENT,Glutamatergic,L3
823,M,VIS,Sst,GABAergic,other
824,M,RSP,L4 RSP-ACA,Glutamatergic,L4
825,M,VIS,Sst,GABAergic,other
826,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
827,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
828,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
829,M,VIS,Lamp5,GABAergic,other
830,M,VIS,L6 CT CTX,Glutamatergic,L6
831,M,VIS,Pvalb,GABAergic,other
832,F,VIS,Car3,Glutamatergic,other
833,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
834,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
835,M,ENT,Pvalb,GABAergic,other
836,F,RSP,Lamp5,GABAergic,other
837,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
838,M,VIS,L6 CT CTX,Glutamatergic,L6
839,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
840,F,VIS,Lamp5,GABAergic,other
841,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
842,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
843,M,RSP,Lamp5,GABAergic,other
844,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
845,F,ENT,L2 IT ENTl,Glutamatergic,L2
846,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
847,M,VIS,L6 IT CTX,Glutamatergic,L6
848,F,ENT,L3 IT ENT,Glutamatergic,L3
849,M,ENT,Pvalb,GABAergic,other
850,M,VIS,Sst,GABAergic,other
851,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
852,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
853,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
854,M,VIS,L6 CT CTX,Glutamatergic,L6
855,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
856,M,VIS,Sst,GABAergic,other
857,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
858,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
859,M,ENT,NP PPP,Glutamatergic,other
860,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
861,M,VIS,Sst,GABAergic,other
862,F,RSP,L6b CTX,Glutamatergic,L6
863,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
864,M,VIS,L6 CT CTX,Glutamatergic,L6
865,M,VIS,L5 IT CTX,Glutamatergic,L5
866,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
867,M,RSP,Lamp5,GABAergic,other
868,M,VIS,L6 IT CTX,Glutamatergic,L6
869,M,VIS,L6 IT CTX,Glutamatergic,L6
870,M,VIS,L5 IT CTX,Glutamatergic,L5
871,F,ENT,L2/3 IT PPP,Glutamatergic,L2/3
872,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
873,F,VIS,L6 CT CTX,Glutamatergic,L6
874,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
875,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
876,M,RSP,L5 IT CTX,Glutamatergic,L5
877,M,VIS,Sst,GABAergic,other
878,M,RSP,L6 CT CTX,Glutamatergic,L6
879,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
880,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
881,M,VIS,L5 IT CTX,Glutamatergic,L5
882,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
883,F,ENT,L2 IT ENTm,Glutamatergic,L2
884,F,VIS,Pvalb,GABAergic,other
885,F,VIS,L2/3 IT CTX,Glutamatergic,L2/3
886,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
887,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
888,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
889,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
890,F,ENT,L6b/CT ENT,Glutamatergic,L6
891,M,VIS,L6 CT CTX,Glutamatergic,L6
892,M,RSP,Vip,GABAergic,other
893,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
894,F,RSP,Endo,Non-Neuronal,other
895,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
896,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
897,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
898,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
899,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
900,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
901,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
902,F,ENT,L3 IT ENT,Glutamatergic,L3
903,M,RSP,L4/5 IT CTX,Glutamatergic,L4/5
904,F,ENT,L2 IT ENTl,Glutamatergic,L2
905,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
906,M,ENT,Lamp5,GABAergic,other
907,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
908,M,ENT,L6b/CT ENT,Glutamatergic,L6
909,M,VIS,L5 IT CTX,Glutamatergic,L5
910,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
911,F,ENT,L6b/CT ENT,Glutamatergic,L6
912,M,RSP,L2/3 IT CTX,Glutamatergic,L2/3
913,F,VIS,L6 CT CTX,Glutamatergic,L6
914,F,RSP,L4 RSP-ACA,Glutamatergic,L4
915,M,RSP,L5 IT CTX,Glutamatergic,L5
916,F,ENT,L3 IT ENT,Glutamatergic,L3
917,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
918,F,ENT,L3 IT ENT,Glutamatergic,L3
919,M,VIS,L6 IT CTX,Glutamatergic,L6
920,M,ENT,L2 IT ENTl,Glutamatergic,L2
921,M,RSP,L2/3 IT PPP,Glutamatergic,L2/3
922,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
923,F,RSP,L5 IT CTX,Glutamatergic,L5
924,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
925,M,VIS,Vip,GABAergic,other
926,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
927,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
928,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
929,F,VIS,Lamp5,GABAergic,other
930,M,VIS,L5 IT CTX,Glutamatergic,L5
931,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
932,F,VIS,L2/3 IT CTX,Glutamatergic,L2/3
933,M,RSP,L4 RSP-ACA,Glutamatergic,L4
934,M,VIS,Pvalb,GABAergic,other
935,F,ENT,L6b CTX,Glutamatergic,L6
936,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
937,F,RSP,L2/3 IT PPP,Glutamatergic,L2/3
938,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
939,F,RSP,Vip,GABAergic,other
940,M,VIS,Vip,GABAergic,other
941,F,ENT,L6b/CT ENT,Glutamatergic,L6
942,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
943,F,VIS,Lamp5,GABAergic,other
944,F,VIS,L6 CT CTX,Glutamatergic,L6
945,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
946,F,VIS,L4/5 IT CTX,Glutamatergic,L4/5
947,M,VIS,Sst,GABAergic,other
948,M,RSP,L5 IT CTX,Glutamatergic,L5
949,M,VIS,L6 CT CTX,Glutamatergic,L6
950,M,RSP,Pvalb,GABAergic,other
951,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
952,M,VIS,L6 IT CTX,Glutamatergic,L6
953,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
954,M,VIS,L4/5 IT CTX,Glutamatergic,L4/5
955,F,RSP,L4 RSP-ACA,Glutamatergic,L4
956,M,VIS,Pvalb,GABAergic,other
957,F,VIS,Vip,GABAergic,other
958,M,VIS,L5 IT CTX,Glutamatergic,L5
959,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
960,M,VIS,L2/3 IT CTX,Glutamatergic,L2/3
